id,company,street,housenum,postalcode,city,country,notes,name,surname,surname_prefix,email,telephone,label,is_parent_of,is_child_of,roomType
3049,"The Carlyle, A Rosewood Hotel",East 76th Street,35, 10021,New York,US,,,,,thecarlyle@rosewoodhotels.com,12127441600,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Deluxe King Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3062,Kozmo Hotel Suites & Spa,Horváth Mihály tér,17,1082,Budapest,HU,,,,,reservations@kozmohotelbudapest.com,003617016300,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard KING room"
3063,'t Smedenhuys,Kerkstraat,34,6051 JH,Maasbracht,NL,Eigenaresse,Sue,van Lier,,info@smedenhuys.nl,0031475464679,hotel,,,"3 course dinner, City tax, Tweepersoonskamer met douche en toilet op de kamer, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3064,Grand Hotel Amrâth Kurhaus,Gevers Deynootplein,30,2586 CK,Den Haag,NL,,,,,reservations@amrathkurhaus.com,0031704162636,hotel,,,"3 course dinner, City tax, Superior kamer, landzicht, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3066,"The Huxley Copenhagen, BW Premier Collection ",Peder Skrams Gade,24,1054,Copenhagen,DK,,,,,info@thehuxley.dk,004533130666,hotel,,,"3 course dinner, City tax, Business  1 Queen Bed, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3069,Memories OldTown,Bastya utca ,33,H-1056,Budapest,HU,,,,,fo.oldtown@hotelmemories.hu,0036301602430,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room"
3072,ibis Styles London Southwark,Southwark Bridge Road ,43-47,SE1 9HH ,London,GB,,,,,h7465@accor.com,004402070151480,hotel,,,"3 course dinner, City tax, Queen Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3074,Sofitel Paris Baltimore Tour Eiffel ,Bis Avenue Kleber ,88,75116,Paris,FR,,,,,h2789@sofitel.com,0033144345454,hotel,,,"3 course dinner, City tax, Junior suite Kingsize bed, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3082,Sofitel Londen Heathrow,Terminal,5,TW6 2GD,London,GB,,,,,h6214-op@sofitel.com,004402087577777,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Classic Queen Room, Single use, Meeting room rental, Overnamekosten factuur  5%+BTW"
3083,Hôtel Pont Royal ,Rue de Montalembert ,5-7,75007,Paris,FR,,,,,reservation@hotel-pont-royal.com,00330142847000,hotel,,,"3 course dinner, City tax, Deluxe Room Balcony, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3084,IntercityHotel Amsterdam Airport,Spark Avenue,1,2133 LC,Hoofddorp,NL,"

	

10% commissie netto kamerprijs incl. ontbijt

Zoals telefonisch besproken kan je zeker commissie vragen voor deze reservering.
Hieronder vind je onze adresgegevens.

IntercityHotel Amsterdam Airport
Spark Avenue 1, 2133 LC Hoofddorp, Netherlands

De factuur mag je toesturen naar invoices.amsterdam-airport@intercityhotel.com
&nbsp;

",,,,,0031202406700,hotel,,,"3 course dinner, City tax, Business Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3087,Fletcher Hotel Elzenduin,Strandweg,18,2684VT,Ter Heijde aan zee,NL,,,,,info@hotelelzenduin.nl,310174214200,hotel,,,"3 course dinner, City tax, Comfort Double Bacony Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3088,Hotel Mercure Parijs gare du Nord la Fayette ,rue la Fayette ,175,75010,Paris,FR,,,,,h8575@accor.com,0033144898910,hotel,,,"3 course dinner, City tax, Privilege Double Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3091,Thon Hotel Oslo Airport,Balder Allé,2,2060,Jessheim,NO,,,,,oslo.airport@olavthon.no,004763929400,hotel,,,"3 course dinner, City tax, Standard Double Room, Including breakfast, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3094,Scandic Copenhagen,Vester Søgade,6,DK-1601 V,COPENHAGEN,DK,,,,,copenhagen@scandichotels.com,004533143535,hotel,,,"3 course dinner, City tax, Twin Superior, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3096,Holiday Inn London - Oxford Circus,Welbeck Street,57-59,W1G 9BL ,London,GB,,,,,reservations@hioxfordcircus.com,00442079354442,hotel,,,"3 course dinner, City tax, Double bed Standard Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3097,Wapen van Rhoon,Dorpsdijk,42,3161 KG ,Rhoon,NL,,,,,info@hetwapenvanrhoon.nl,0105015230,hotel,,,"3 course dinner, City tax, Double Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3098,Hôtel de Neuve,rue Neuve Saint-Pierre ,14,75 004,Paris,FR,FO TEAM,Philippe OF Sidi,,,bonjour@hoteldeneuveparis.com,0033144592850,hotel,,,"3 course dinner, City tax, Double Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3099,WestCord Art Hotel Amsterdam,Spaarndammerdijk,302,1013ZX,Amsterdam,NL,,,,,art@westcordhotels.nl,310204109670,hotel,,,"3 course dinner, City tax, Superior Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3101,NH Madrid Príncipe de Vergara,Príncipe de Vergara,92,28006,Madrid,ES,,,,,nhprincipedevergara@nh-hotels.com,0034915632695,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Premium XL Double Room, Standard Double room"
3104,NH Madrid Lagasca,Lagasca,64,28001,Madrid,ES,,,,,nhlagasca@nh-hotels.com,0034915754606,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Premium XL Double Room, Standard Double room"
3110,H+ Hotel Wien,Liechtensteinstraße,87-89,1090,Wien,AT,,,,,hplus.wien@h-hotels.com,0043131026150,hotel,,,"3 course dinner, City tax, Comfort Double Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3115,NH Amsterdam Museum Quarter,Hobbemakade,50,1071 XL,Amsterdam,NL,,,,,nhmuseumquarter@nh-hotels.com,0031205738200,hotel,,,"3 course dinner, City tax, Standard Double Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3118,Tolhuistuin,IJpromenade,2,1031KT,Amsterdam,NL,"NON COMMISISONABLE, € 30,- facturatiekosten excl. BTW",,,,verhuur@tht.nl,0031207604840,hotel,,,
3119,Bastion Hotel Vlaardingen,mr. L.A. Kesperweg,51,3134 KM,Vlaardingen,NL,,,,,vlaardingen@bastionhotels.nl,310102327100,hotel,,,"3 course dinner, City tax, Deluxe Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3122,Barplanet,Kleine Tocht,32,1507 CA,Zaandam,NL,"Account Manager

of Cees Molenaar",Marlon,Petta,,contact@barplanet.nl,00310756146036,hotel,,,
3125,NH Collection New York Madison Avenue,East 38th Street,22,10016,New York,US,,,,,rsv.nhcollectionnewyork@nh-hotels.com,0012128020600,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Superior Double Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3126,"Locke at Broken Wharf, Millennium Bridge",Broken Wharf House,2,EC4V 3DT,London,NL,"

	

BOEKINGEN DOEN VIA E-MAIL NAAR EDYNGROUP, ZIE MOEDERACCOUNT.

10% Commission on net rates. Via website GEEN COMMISSIE!!!!

",,,,directteam@edyngroup.com,00442039767200,hotel,,,"3 course dinner, City tax, City Studio, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3127,NH Zoetermeer,Danny Kayelaan,20,2719 EH,Zoetermeer,NL,,,,,nhzoetermeer@nh-hotels.com,31793610202,hotel,,,"3 course dinner, City tax, Standard Double Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3128,Boot Varen Den Haag,,,,,NL,10% comm,Corjan,Bemmel,Van,info@bootvarendenhaag.nl,31644442968,hotel,,,
3129,Mercure Edinburgh City Princess Street Hotel,Princes Street ,,EH2 2DG ,Edinburgh,GB,,,,,reservations@mercureedinburgh.co.uk,004401313421013,hotel,,,"3 course dinner, City tax, Classic TWIN Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3130,Novotel London Tower Bridge,Pepys Street ,10,EC3N 2NR,London,GB,,,,,h3107@accor.com,00442076600675,hotel,,,"3 course dinner, City tax, Standard QUEEN Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3136,Ruby Hospitality Netherlands B.V.,Amstelvlietstraat,4,1096GG,Amsterdam,NL,,,,,jeroen.tromp@ruby-hotels.com,"0031689913215, 004989997407116",hotel,"1593, 2375, 2490, 2682, 2859",,
3138,Ruby Lissi Hotel Vienna,Fleischmarkt,19,1010,Vienna,AT,,,,,lissi@ruby-hotels.com,,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Loft Room, Lovely Room, Overnamekosten factuur  5%+BTW, Wow Room"
3139,Ibis Edinburgh Centre Royal Mile - Hunter Square,"Hunter Square, Off Royal Mile ",6,EH1 1QW ,Edinburgh,GB,,,,,h2039@accor.com,4401316192800,hotel,,,"3 course dinner, City tax, Sweet Room By Ibis, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3140,Van der Valk Hotel Eindhoven,Aalsterweg,322,5644RL,Eindhoven,NL,,,,,eindhoven@valk.com,31402116033,hotel,285,,"3 course dinner, City tax, Comfort Double Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3142,Eurostars Book Hotel Munchen,Schwanthalerstrasse,44,80336,Munchen,DE,,,,,info@eurostarsbookhotel.com,00498937040111,hotel,,,"3 course dinner, City tax, Standard Double Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3143,Hyatt Centric Arlington,Wilson Boulevard,1325,22209,"Arlington, Virginia",US,"

	

Auth form via website Hyatt

",,,,myarlingtonstay@hyatt.com,0017035251234,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Queen Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3147,Park Inn by Radisson Luxembourg City,Avenue De La Gare,45-47,1611,Luxembourg,LU,,,,,reservations@avenuehotels.lu,003522689181,hotel,,,"3 course dinner, City tax, Standard King Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3150,Motel One London-Tower Hill,Minories,24-26,EC3N1BQ,London,GB,,,,,london-towerhill@motel-one.com,442074816420,hotel,,,"3 course dinner, City tax, The One, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3151,"hub London Spitalfields, Brick Lane", Brick Lane,86, E1 6RL,London,NL,,,,,,03333213104,hotel,,,"3 course dinner, City tax, Standard Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3152,The Alfred Hotel,Cornelis Schuytstraat,58-60,1071 JL ,Amsterdam,NL,,,,,rontdesk@thealfredhotel.com,00310206733141,hotel,,,"3 course dinner, City tax, Standard oom, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3157,Hotel Mercure Parijs Centrum Eiffeltoren ,rue Jean Rey ,20,75015,Paris,FR,,,,,h2175@accor.com,0033145785000,hotel,,,"3 course dinner, City tax, Classic Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3158,Hampton Inn Chicago Downtown West Loop,N Jefferson ,116,IL 60661 ,Chicago,US,,,,,ariel.smith@hilton.com,0013126480000,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, King Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3160,Hotel Duminy Vendome,Rue du Mont-Thabor ,3,75001,Paris,FR,,,,,book@hotelduminy.com,0033142603280,hotel,,,"3 course dinner, City tax, Standard Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3162,The Social Hub Amsterdam City,Wibautstraat,129,1091 GL ,,NL,"

	



	
		
			&nbsp;
			Commission 
			Valid until 
			TSH Locations
		
		
			Extended Stay (14+ nights)
			7.5% commission on room rate 
			31/12/2024
			Eindhoven/ Maastricht/ The Hague/ Rotterdam/ Delft/ Groningen/ Amsterdam West
		
		
			Hotel Stay (1-14 nights)
			10% commission on room rate
			31/12/2024
			Eindhoven/ Maastricht/ The Hague/ Rotterdam/ Delft/ Groningen/ Amsterdam West
		
		
			Meeting &amp; Events
			10% commission on meetingspace only
			31/12/2024
			Eindhoven/ Maastricht/ The Hague/ Rotterdam/ Delft/ Groningen/ Amsterdam West
		
	



",,,,"amscity@thesocialhub.co, corporate@thesocialhub.co",0031202149999,hotel,,,"3 course dinner, City tax, Deluxe King Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3163,The New Yorker A Wyndham Hotel,8th Avenue,481,NY ,New York,US,"

	

To pay for the room charges, please visit our website at&nbsp;https://www.newyorkerhotel.com/faq/
scroll to how to pay for my reservation, and fill out the digital credit card authorization form.

Please be advised the reservation do not include breakfast, if you would like to add breakfast the cost would be $15.00 per voucher for Continental Breakfast or $20.00 for American Breakfas.

",,,,,0012122440719,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Standard Double Room, Standard Double Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3164,Hampton Inn & Suites Chicago-Downtown,West Illinois ,33,IL 60654 ,Chicago,US,,,,,,0013128320330,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Standard Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3166,Bastion Hotel Amsterdam Amstel,Verlengde Van Marwijk Kooystraat,30,1114 AC,Amsterdam-Duivendrecht,NL,,,,,reserveringen@bastionhotels.nl,00310206634567,hotel,,,"3 course dinner, City tax, Standard Double Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3167,Cavallaro Hotel,Zijlstraat,63,2011 TK,Haarlem,NL,,,,,info@cavallarohotel.com,00310614229351,hotel,,,"3 course dinner, City tax, Standard Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3169,7Seasons Apartments Budapest,Király u,8,1061,Budapest,HU,,,,,info@7seasonsapartments.com,0036202747777,hotel,,,"3 course dinner, City tax, Apartement, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3171,EVEN Hotel New York - Midtown East,East 44th Street,221,10017 ,New York,US,,,,,evenmidtowneast@ihg.com,0012122390002,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, King bed standard Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3172,Leonardo Royal Hotel Munich ,Moosacher Strasse,90,80809,Munich,DE,,,,,reservations.muenchen@leonardo-hotels.com,00498962039779,hotel,,,"3 course dinner, City tax, Comfort Double Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3173,Palazzo Dipinto Lucca,Piazza del Palazzo Dipinto,27,55100,Lucca,IT,,,,,info@palazzodipinto.com,390583582873,hotel,,,"3 course dinner, City tax, Deluxe Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3177,Holiday Inn Lisbon,Av. Antonio Jose De Almeida,28-A,1000-044,28-A,PT,,,,,hil@continentalhotels.eu,00351210044000,hotel,,,"3 course dinner, City tax, Double Bed Standard City View, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3178,Melia Berlin,Friedrichstraße,103,10117,Berlin,DE,,,,,melia.berlin@melia.com,00493020607900,hotel,,,"3 course dinner, City tax, Deluxe View City Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3182,Fletcher Hotel Rotterdam-Airport,Rotterdam Airportplein,68,3045AP,Rotterdam,NL,,,,,info@fletcherairporthotel.nl,0031107920700,hotel,,,"3 course dinner, City tax, 3-person room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3183,Hotel Continental Lausanne,Place de la Gare,2,1003,Lausanne,CH,,,,,reservation@hotelcontinental.ch,0041213218800,hotel,,,"3 course dinner, City tax, Single Economy Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3186,Ruby Claire Hotel Geneva,Rue du Rhône,46,1204,Geneve,CH,,,,,claire@ruby-hotels.com,,hotel,,,"3 course dinner, City tax, Cosy room, DDR 4hrs, DDR 8hrs, Lovely room, Meeting room rental, Overnamekosten factuur  5%+BTW"
3190,Grand Hyatt Shanghai,Century Avenue,88  Jin Mao Tower,200121,Pudong Shanghai,CN,,,,,yolanda.pan@hyatt.com,00862180241234,hotel,,,"3 course dinner, City tax, Queen bed room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3194,Eurostars Grand Central,Arnulfstraße ,35,80636,Munchen,DE,Cluster Reservations Manager,Patricia,Belda,,reservations@eurostarsgrandcentral.com,49895165741,hotel,,,"3 course dinner, City tax, Standard Double Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3196,Eurostars Hotel Company,,,,Barcelona,ES,Director of Sales,Babette,Braun,,babette.braun@eurostarshotelcompany.com,34609694348,hotel,,,
3198,Bar Bistro Bij de C,Hoge Duin en Daalseweg,6,2061AG,Bloemendaal,NL,,,,,"julius@bijde-c.nl, evenementen@bijde-c.nl","0031681322892, 0031653464239",hotel,,,
3203,The Westin Atlanta Airport,Best Road,4736,30337,Atlanta Georgia,US,,,,,thalia.kurdt@westinatlantaairport.com,0014047627676,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, King Bed, Traditional Guest Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3206,AC Hotel Carlton Madrid,Paseo de la Delicias,26,28045,,NL,,,,,,00342091539710020,hotel,,,"3 course dinner, City tax, Twin Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3214,Mercure Budapest City Center Hotel ,Vaci utca ,20,1052,Budapest,HU,,,,,h6565@accor.com,003614853100,hotel,,,"3 course dinner, City tax, Superior Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3216,Hampton by Hilton Edinburgh West End,Fountainbridge,166,EH3 9RX,Edinburgh,GB,,,,,,00441315264530,hotel,,,"3 course dinner, City tax, Queen Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3219,Hotel Gabbani,Piazza Cioccaro,1,6900,Lugano,CH,,,,,info@hotel-gabbani.ch,0041919213470,hotel,,,"3 course dinner, City tax, Standard double Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3223,Van der Valk hotel Delft,Peuldreef,3,2635 BX,Den Hoorn,NL,,,,,info@hoteldelft.com,310158200600,hotel,,,"3 course dinner, City tax, Deluxe Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3228,"Radisson Blu Resort, Malta St. Julian's",St George Bay,,STJ3391,St Julians,MT,,,,,reservations.stjulians@rdbmalta.com,0035621374894,hotel,,,"3 course dinner, City tax, Standard Double Room with balcony, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
