"id","company","street","housenum","postalcode","city","country","notes"
4261,"1926 Le Soleil Hotel & Spa",Thornton Street ,"",SLM 3143,Sliema,"",""
4262,"","","","","","",""
4263,"","","","","",NL,"Delivery Manager Engineering
GTS Corporate Technology"
4264,"","","","","","",""
4265,"","","","","","",""
4266,"","","","","","",""
4267,"","","","","",NL,""
4268,"","","","","","",""
4269,"","","","","","",""
4270,"","","","","","",""
4271,"","","","","","",""
4272,"","","","","","",""
4273,"","","","","","",""
4274,"","","","","","",""
4275,"","","","","","",""
4276,"","","","","","",""
4277,"","","","","","",""
4278,"","","","","","",""
4279,"","","","","","",""
4280,"","","","","","",""
4281,"","","","","","",""
4282,"","","","","","",""
4283,"","","","","","",""
4284,"","","","","","",""
4285,"","","","","","",""
4286,Radisson Blu Hotel Cologne,Messe Kreisel,"3",D-50679,Cologne,DE,""
4287,"","","","","","",""
4288,Hotel San Sebastian Orly by Melia,Plaza de Zaragoza,"4","20007",San Sebastian,ES,""
4289,Lisbon Marriott Hotel,Av. dos Combatentes,"45","1600-042",Lisbon,PT,""
4290,"","","","","","",""
4291,Holiday Inn London - Camden Lock,Jamestown Road,"30",NW1 7BY ,London,GB,""
4292,"","","","","","",""
4293,"","","","","","",""
4294,Hotel Mercure Paris la Defense,Rue Baudin,"30","92400",Courbevoie,FR,""
4295,"","","","","","",""
4296,"","","","","","",""
4297,"","","","","",NL,""
4298,"","","","","","",""
4299,InterContinental Edinburgh The George,George Street,"19 - 21",EH2 2PB ,Edinburgh,GB,""
4300,"","","","","","",""
4301,"","","","","","",""
4302,"","","","","","",""
4303,"","","","","","",""
4304,"","","","","","",""
4305,"","","","","","",""
4306,"","","","","","",""
4307,"","","","","","",""
4308,Leonardo Hotel Budapest,Tompa utca,"30-34","1094",Budapest,HU,""
4309,Hilton Helsinki Strand,John Stenbergin ranta,"4","00530",Helsinki,"",""
4310,"","","","","","",""
4311,"","","","","","",""
4312,Flexlabs,Dr. Kuyperstraat,"9","2514BA",'s-Gravenhage,NL,"<html>
<head>
	<title></title>
</head>
<body><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Aptos&quot;,sans-serif""><span style=""color:black"">locaties die wij momenteel beheren:</span></span></span></span><br />
<br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Aptos&quot;,sans-serif""><span style=""color:black"">Amsterdam (The Capital):&nbsp;</span></span></span></span><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Aptos&quot;,sans-serif""><span style=""color:black""><a data-auth=""NotApplicable"" href=""https://www.flexlabs.nl/vergaderlocatie-amsterdam-the-capital/"" style=""color:blue; text-decoration:underline"">https://www.flexlabs.nl/vergaderlocatie-amsterdam-the-capital/</a></span></span></span></span><br />
<br />
<br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Aptos&quot;,sans-serif""><span style=""color:black"">Rotterdam(The Loft/The Block):&nbsp;</span></span></span></span><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Aptos&quot;,sans-serif""><span style=""color:black""><a data-auth=""NotApplicable"" href=""https://www.flexlabs.nl/vergaderlocatie-rotterdam-the-loft/"" style=""color:blue; text-decoration:underline"">https://www.flexlabs.nl/vergaderlocatie-rotterdam-the-loft/</a></span></span></span></span><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Aptos&quot;,sans-serif""><span style=""color:black""><a data-auth=""NotApplicable"" href=""https://www.flexlabs.nl/vergaderlocatie-rotterdam-the-block/"" style=""color:blue; text-decoration:underline"">https://www.flexlabs.nl/vergaderlocatie-rotterdam-the-block/</a></span></span></span></span><br />
<br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Aptos&quot;,sans-serif""><span style=""color:black"">Den Bosch (The Gallery):</span></span></span></span><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Aptos&quot;,sans-serif""><span style=""color:black""><a data-auth=""NotApplicable"" href=""https://www.flexlabs.nl/den-bosch-the-gallery/"" style=""color:blue; text-decoration:underline"">https://www.flexlabs.nl/den-bosch-the-gallery/</a></span></span></span></span><br />
&nbsp;</body>
</html>
"
4313,"","","","","","",""
4314,"","","","","","",""
4315,"","","","","","",""
4316,Room Home Stay ,Widegate Street,"",E1 7HP,LOndon,GB,""
4317,"","","","","","",""
4318,"","","","","","",""
4319,"","","","","","",""
4320,"","","","","","",""
4321,"","","","","","",""
4322,Radisson Hotel Antwerp Berchem,Borsbeeksebrug,"34",B-2600,Antwerp,BE,""
4323,Hotel Mijdrecht Marickenland ,Provincialeweg,"3","3641 RS",Mijdrecht,NL,""
4324,"","","","","",NL,""
4325,"","","","","","",""
4326,"","","","","","",""
4327,Ibis London City - Shoreditch,Commercial Street,"5",E1 6BF,London,GB,""
4328,Hotel Place d'Armes,rue Saint-Jacques ,"55",QC H2Y 3X2 ,Montreal,CA,""
4329,Test,Van Speykstraat,"59","2315TW",Leiden,NL,""
4330,"Hotel Republic San Diego, Autograph Collection",West B Street ,"421", 92101,San Diego,US,""
4331,Fairmont San Francisco ,Mason Street,"950","94108",San Francisco,US,""
4332,Radisson Collection Strand Hotel,Nybrokajen,"9","16396",Stockholm,"",""
4333,"","","","","",NL,"Davey Kroon 
Contract Logistics Site Supervisor
m. +31-611039621
 
Kuehne + Nagel Logistics B.V. 
Sojadijk 4-6
5704 RL Helmond
Netherlands
"
4334,"","","","","","",""
4335,"","","","","","",""
4336,"","","","","","",""
4337,"","","","","","",""
4338,"","","","","","",""
4339,"","","","","","",""
4340,Amadi Park Hotel,Eerst C Huygensstraat,"26G","01054",Amsterdam,NL,""
4341,"","","","","","",""
4342,Hotel INDIGO NYC Financial District,Trinity Place,"50",NY 10006,New York,US,""
4343,"","","","","","",""
4344,"","","","","","",""
4345,"","","","","","",""
4346,"","","","","","",""
4347,"","","","","","",""
4348,"","","","","","",""
4349,"","","","","","",""
4350,"","","","","","",""
4351,"","","","","","",""
4352,"","","","","","",""
4353,"","","","","","",""
4354,"","","","","","",""
4355,"","","","","","",""
4356,"","","","","","",""
4357,Hyatt Place Chicago/Downtown-The Loop,North Franklin Street,"28","60606",Chicago,US,""
4358,Holiday Inn Express New York City - Chelsea,West 29th Street,"232","10001",New York,NL,""
4359,NH Collection Madrid Abascal,C/José Abascal ,"47","28003",Madrid,ES,""
4360,Residence Inn Chicago Downtown/Loop,South LaSalle Street,"11","60603",Chicago,US,""
4361,"","","","","","",""
4362,"","","","","","",""
4363,ibis Paris Bastille Faubourg Saint Antoine 11ème,Rue Trousseau,"13","75011",Paris,FR,""
4364,"25hours Hotel Hamburg Altes Hafenamt",Osakaallee,"12","20457",Hamburg,DE,""
4365,"","","","","","",""
4366,"","","","","","",""
4367,"","","","","","",""
4368,"","","","","","",""
4369,"","","","","","",""
4370,"","","","","","",""
4371,Pepper & Paper Apartments,Rue de l'Arbalète,"34","75005",Paris,FR,""
4372,Original Sokos Hotel Albert,Albertinkatu,"30","00120",Helsinki,"",""
4373,"","","","","","",""
4374,"","","","","","",""
4375,Hotel Mercure Paris Bastille-Saint-Antoine,Rue Crozatier,"64","75012",Paris,FR,""
4376,"","","","","","",""
4377,"","","","","","",""
4378,Steigenberger Hotel Bad Homburg,Kaiser-Friedrich-Promenade,"69-75","61348",Bad Homburg,DE,""
4379,Maritim Hotel Bad Homburg,Ludwigstr,"3","1348",Bad Homburg,DE,""
4380,"","","","","","",""
4381,The Reefs Resort and Club,South Shore Road ,"56",SN02,"Southampton, Bermuda",US,""
4382,Rocco Forte Hotels,"","","","",NL,"<html>
<head>
	<title></title>
</head>
<body><span style=""color:#222222""><span style=""font-family:Arial, sans-serif"">Isabelle Jamet</span></span><br />
<span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#222222"">Director of Global Sales&nbsp;<br />
Rocco Forte Hotels</span></span><br />
<span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#222222"">Mobile: +32 (0)474 96 00 02</span></span><br />
<br />
&nbsp;</body>
</html>
"
4383,Ibis Styles Edinburgh St Andrew Square,St Andrew Square,"19",EH2 1AU ,Edinburgh,GB,""
4384,"","","","","","",""
4385,"","","","","","",""
4386,"","","","","","",""
4387,"","","","","","",""
4388,"","","","","","",""
4389,"","","","","","",""
4390,Citizenm Geneva Hotel,Rue de la Rôtisserie, 31/33, 1204 ,Genève,CH,""
4391,ibis Brussels off Grand Place,Grasmarkt,"100","1000",Brussel,BE,""
4392,Amrâth Grand Hotel Frans Hals,Damstraat,"10","2011 HA",Haarlem,NL,""
4393,"","","","","","",""
4394,Novotel Wien Hauptbahnhof,Canettistrasse,"6","1100",Wenen,AT,""
4395,"","","","","","",""
4396,"","","","","","",""
4397,"","","","","","",""
4398,"","","","","","",""
4399,"","","","","","",""
4400,"","","","","","",""
4401,"","","","","","",""
4402,"","","","","","",""
4403,"","","","","","",""
4404,"","","","","","",""
4405,"","","","","","",""
4406,Renaissance Concourse Atlanta Airport Hotel,One Hartsfield Centre Parkway,"","30354",Atlanta,US,""
4407,Tru by Hilton Cedar Rapids Westdale,Westdale Parkway SW,"3900","52404",Cedar Rapids,US,""
4408,"","","","","","",DOS
4409,"","","","","","",""
4410,Hotel Stendhal Place Vendôme Paris-MGallery,rue Danielle Casanova,"22","75002",Paris,FR,""
4411,"","","","","","",""
4412,Ibis Styles Amsterdam Centraal Station,Martelaarsgracht,"10","1012TP",Amsterdam,NL,""
4413,"","","","","","",""
4414,"","","","","","",""
4415,"","","","","","",""
4416,Hilton Garden Inn Frankfurt Airport ,THE SQUARE am Flughaven,"1","60549 ",Frankfurt,DE,""
4417,"","","","","","",""
4418,"","","","","",NL,"<html>
<head>
	<title></title>
</head>
<body>PA Elisabetta Caldera</body>
</html>
"
4419,H10 Villa de la Reina,Gran Via,"22","28013",Madrid,ES,""
4420,"","","","","","",""
4421,"","","","","","",""
4422,"","","","","","",Sales Executive
4423,"","","","","","",""
4424,"","","","","","",""
4425,"","","","","","",""
4426,"","","","","","",""
4427,Holiday Inn Eindhoven,Veldmaarschalk Montgomerylaan,"1","5612BA",Eindhoven,NL,""
4428,"","","","","",NL,Contract Logistics Site Manager
4429,"","","","","","",""
4430,"","","","","","",""
4431,"","","","","","",""
4432,"","","","","","",""
4433,"","","","","","",""
4434,"","","","","","",""
4435,"","","","","","",""
4436,"","","","","","",""
4437,"","","","","","",""
4438,Holiday Inn Express London Heathrow T4,Swinson Road,"1 - Terminal 4",TW6 3FJ,London Heathrow Airport,GB,""
4439,Novotel Leeds Centre,Whitehall Quay,"4",LS1 4HR,Leeds,GB,""
4440,CORBIE Hotel GEEL,Markt,"54/G","2440",Geel,BE,Eigenaresse
4441,"","","","","",NL,Business Support Manager
4442,"","","","","","",""
4443,"","","","","","",""
4444,Hôtel Ecluse ,Wäistrooss,"29","5450",Stadtbredimus,NL,""
4445,TWA Hotel,One Idlewild Drive,"1",NY 11430-1962,New York,US,""
4446,Park Plaza Vondelpark Amsterdam, Koningslaan ,"3", 1075 AA ,Amsterdam,NL,""
4447,"","","","","","",""
4448,"","","","","","",""
4449,"","","","","","",""
4450,DoubleTree by Hilton Luxembourg ,"","12","1466 LU",Luxemburg,LU,""
4451,Park Plaza Eindhoven,Geldropseweg,"17","5611SC",Eindhoven,NL,FO manager
4452,"","","","","","",""
4453,"","","","","","",""
4454,"","","","","","",""
4455,"","","","","","",""
4456,"","","","","","",""
4457,"","","","","","",""
4458,"","","","","","",""
4459,"","","","","","",""
4460,"","","","","","",""
4461,Novotel Maastricht,Sibemaweg,"10","6227AH",Maastricht,NL,""
4462,"","","","","","",""
4463,"","","","","","",""
4464,WestCord Hotel Eindhoven,Lichttoren,"22","5611BJ",Eindhoven,NL,""
4465,"","","","","","",""
4466,"","","","","","",""
4467,Eurostars Palazzo Zichy,Lőrinc Pap tér ,"2","1088 ",Budapest,HU,""
4468,"","","","","","",""
4469,Ibis London Excel Dockland,"Western Gateway, Royal Victoria  Dock","9",E16 1AB ,London,GB,""
4470,"","","","","","",""
4471,"","","","","","",""
4472,"","","","","","",""
4473,"","","","","","",""
4474,"","","","","","",""
4475,"","","","","","",""
4476,"","","","","","",""
4477,Kimpton Hotel Palomar Philadelphia,South 17th Street,"117","19103",Philadelphia,US,""
4478,"","","","","","",""
4479,Hotel Sofitel Legend the Grand Amsterdam, Oudezijds Voorburgwal," 197,", 1012 EX ,Amsterdam,NL,""
4480,"","","","","","",""
4481,"","","","","","",""
4482,"","","","","","",""
4483,"","","","","","",""
4484,"","","","","","",""
4485,"","","","","","",""
4486,"","","","","","",""
4487,"","","","","","",""
4488,"Duo Milan Porta Nuova, a Tribute Portfolio Hotel",Via Gerolamo Cardano,"1","20124",Milan,IT,""
4489,"","","","","","",""
4490,IntercityHotel Frankfurt Airport,Am Luftbrückendenkmal ,"1","60549",Frankfurt am Main,DE,""
4491,"","","","","","",""
4492,"","","","","","",""
4493,"Conrad Washington, DC ",New York Ave. ,"950","20001",Washington DC,US,""
4494,"","","","","","",""
4495,"","","","","","",""
4496,Threadneedles Autograph Collection,Threadneedle Street ,"5",EC2R,London,GB,""
4497,Restaurant Stories Eindhoven,Torenallee,"22-02","5617BD",Eindhoven,NL,"<html>
<head>
	<title></title>
</head>
<body>10% commissie op netto eindfactuur</body>
</html>
"
4498,The Mont Hotel,Merrion Street Lower,"1 - 4",D02 H525,Dublin,IE,""
4499,"","","","","","",""
4500,Rosewood Amsterdam,Vijzelstraat,"68-78","1017 HL ",Amsterdam,NL,""
4501,Hotel Glanis,Route de Begnins ,"2","1196",Gland,CH,""
4502,"","","","","","",""
4503,Como The Halkin,Halkin Street,"5-6",SW1X 7DJ,London,GB,""
4504,"","","","","","",""
4505,Compass Hotel by Margaritaville Naples,Tamiami Trail North,"4805","34103",Naples,US,""
4506,"","","","","","",""
4507,Clayton Hotel Birmingham,Albert Street,"1",B5 5JE,Birmingham,GB,""
4508,Sheraton Lisboa Hotel & Spa,Rua Latino Coelho,"1","1069-025",Lisbon,PT,""
4509,"","","","","","",""
4510,"","","","","",NL,""
4511,"","","","","","",""
4512,"","","","","","",""
4513,"","","","","","",""
4514,"","","","","","",""
4515,"","","","","","",""
4516,"","","","","","",""
4517,"","","","","","",""
4518,"","","","","","",""
4519,"","","","","","",""
4520,Hyatt Regency London Albert Embankment,Albert Embankment,"10-11",SE1 7SP,London,GB,""
4521,"","","","","","",""
4522,"","","","","","",""
4523,"","","","","","",""
4524,"","","","","","",""
4525,"","","","","","",""
4526,"","","","","","",""
4527,"","","","","","",""
4528,"","","","","","",""
4529,Hotel NH Collection Madrid Gran Vía,Gran Via,"21","28013",Madrid,ES,""
4530,"","","","","","",""
4531,"","","","","","",""
4532,"","","","","","",""
4533,"","","","","","",""
4534,Thistle London Trafalgar Square,"Whitcomb Street,Trafalgar Square","",WC2H 7HG,London,GB,""
4535,Novotel Monte Carlo,Boulevard Princesse Charlotte,"16","98000",Monaco,MC,""
4536,"","","","","","",""
4537,The Westin Philadelphia,South 17th Street at Liberty Place,"99","19103",Philadelphia,US,""
4538,Marriott Downtown at CF Toronto Eaton Centre,Bay Street Toronto,"525", M5G 2L2,Ontario,CA,""
4539,"","","","","","",""
4540,"","","","","","",""
4541,"","","","","","",""
4542,"","","","","","",""
4543,"","","","","","",""
4544,"","","","","","",""
4545,"","","","","","",""
4546,Exe Convention Plaza Madrid,"Ctra. Fuencarral a Alcobendas, Km 8, Fuencarral-El Pardo, ","","28050 ",Madrid,ES,""
4547,"","","","","","",""
4548,Hilton Dublin,"Charlemont Place, Saint Kevin's","","D02 A893,","Dublin,",IE,""
4549,Hotel Catalonia Ramblas,Calle Pelayo,"28","08001",Barcelona,ES,""
4550,"","","","","",NL,""
4551,"","","","","","",""
4552,"","","","","","",""
4553,Motel One Wien-Hauptbahnhof ,Gerhard-Bronner-Straße,"11","1100",Wien,AT,""
4554,"","","","","","",""
4555,"","","","","","",""
4556,"The Georgian, Haslemere",High Street,"37-41",GU27 2JY,"Haslemere, Surrey",GB,""
4557,"","","","","","",Revenue Manager
4558,W New York - Times Square,Broadway,"1567","10036",New York,US,""
4559, Hotel Room Mate Macarena,Gran Vía,"43","28013",Madrid,ES,""
4560,"","","","","","",""
4561,H10 Casanova,Gran Via de les Corts Catalanes,"559","08011",Barcelona,ES,""
4562,"","","","","","",""
4563,"","","","","","",""
4564,"","","","","","",""
4565,"","","","","","",""
4566,Hyatt Regency San Francisco Downtown SOMA,Third Street,"50","94103","San Francisco, ",US,""
4567,Hampton by Hilton London Stansted Airport,Bassingbourn Road ,"",CM24 1AQ ,Stansted,GB,""
4568,Hotel Boulderado,"13th Street","2115","80302","Boulder,",US,""
4569,Hilton Rotterdam,Weena,"10","3012 CM",Rotterdam,NL,""
4570,"","","","","","",""
4571,"","","","","","",""
4572,"","","","","","",""
4573,"","","","","","",""
4574,"","","","","","",""
4575,"","","","","","",""
4576,COMO Metropolitan London,Old Park Lane,"19",W1K 1LB,London,GB,""
4577,"","","","","","",""
4578,"","","","","","",""
4579,"","","","","","",""
4580,"","","","","","",""
4581,"","","","","","",""
4582,"","","","","","",""
4583,"","","","","","",""
4584,"","","","","","",""
4585,"","","","","","",""
4586,"","","","","","",""
4587,"","","","","","",""
4588,"","","","","","",""
4589,"","","","","","",""
4590,"","","","","","",""
4591,"","","","","","",""
4592,Novotel Amsterdam Schiphol Airport,Taurusavenue,"12","2132 LS",Hoofddorp,NL,""
4593,Philadelphia Marriott Downtown,Market Street,"1201","19107 ",Philadelphia,US,""
4594,"","","","","","",""
4595,"","","","","","",""
4596,"Radisson Blu Plaza Hotel,Helsinki",Mikonkatu,"23","00100",Helsinki,"",""
4597,"","","","","","",""
4598,"","","","","","",""
4599,"","","","","","",""
4600,Blue Tree Premium Faria Lima,Av. Brigadeiro Faria Lima,"3989","04538",Sao Paulo,BR,""
4601,"","","","","","",""
4602,"","","","","","",""
4603,"","","","","","",""
4604,"","","","","","",""
4605,"","","","","","",""
4606,"","","","","","",""
4607,"","","","","","",""
4608,"","","","","","",""
4609,Brother Horeca Groep,Vossenlaan,"28","3735KN",Bosch en Duin,NL,"10 locaties in NL waaronder vergaderlocaties.

5% netto eindfactuur van de groep (excl. diensten van derden)"
4610,Melia Hotels Paris,Esplanade du Général de Gaulle,"4","92400",Courbevoie,FR,""
